0x00000000,0x0000
0x000012CA,0x12CA
0x000012CB,0x12CB
0x000012CC,0x12CC
0x000012CD,0x12CD
0x000012CE,0x12CE
0x000012CF,0x12CF
0x000012D0,0x12D0
0x000012D1,0x12D1
0x000012D2,0x12D2
0x000012D3,0x12D3
0x000012D4,0x12D4
0x000012D5,0x12D5
0x000012D6,0x12D6
0x000012D7,0x12D7
0x000012D8,0x12D8
0x000012D9,0x12D9
0x000012DA,0x12DA
0x000012DB,0x12DB
0x000012DC,0x12DC
0x000012DD,0x12DD
0x000012DE,0x12DE
0x000012DF,0x12DF
0x000012E0,0x12E0
0x000012E1,0x12E1
0x000012E2,0x12E2
0x000012E3,0x12E3
0x000012E4,0x12E4
0x000012E5,0x12E5
0x000012E6,0x12E6
0x000012E7,0x12E7
0x000012E8,0x12E8
0x000012E9,0x12E9
0x000012EA,0x12EA
0x000012EB,0x12EB
0x000012EC,0x12EC
0x000012ED,0x12ED
0x000012EE,0x12EE
0x000012EF,0x12EF
0x000012F0,0x12F0
0x000012F1,0x12F1
0x000012F2,0x12F2
0x000012F3,0x12F3
0x000012F4,0x12F4
0x000012F5,0x12F5
0x000012F6,0x12F6
0x000012F7,0x12F7
0x000012F8,0x12F8
0x000012F9,0x12F9
0x000012FA,0x12FA
0x000012FB,0x12FB
0x000012FC,0x12FC
0x000012FD,0x12FD
0x000012FE,0x12FE
0x000012FF,0x12FF
0x00001300,0x1300
0x00001301,0x1301
0x00001302,0x1302
0x00001303,0x1303
0x00001304,0x1304
0x00001305,0x1305
0x00001306,0x1306
0x00001307,0x1307
0x00001308,0x1308
0x00001309,0x1309
0x0000130A,0x130A objects\weapons\machinegun_turret_weapon\machinegun_turret_weapon
0x0000130B,0x130B
0x0000130C,0x130C
0x0000130D,0x130D
0x0000130E,0x130E
0x0000130F,0x130F
0x00001310,0x1310 autoturret
0x00001311,0x1311 warthog
0x00001312,0x1312 flak_bolt
0x00001313,0x1313 rocket
0x00001314,0x1314 missile
0x00001315,0x1315
0x00001317,0x1317 grenade
0x00001318,0x1318 missile
0x00001319,0x1319 flak_bolt
0x0000131A,0x131A frag_grenade
0x0000131B,0x131B objects\equipment\tripmine\tripmine
0x0000131C,0x131C objects\equipment\powerdrain\powerdrain
0x0000131D,0x131D objects\equipment\superflare\superflare
0x0000131E,0x131E objects\equipment\powerdrain\powerdrain
0x0000131F,0x131F objects\equipment\powerdrain\powerdrain
0x00001320,0x1320
0x00001321,0x1321
0x00001322,0x1322
0x00001323,0x1323
0x00001324,0x1324
0x00001325,0x1325
0x00001326,0x1326
0x00001327,0x1327
0x00001328,0x1328
0x00001329,0x1329
0x0000132A,0x132A
0x0000132B,0x132B
0x0000132C,0x132C
0x0000132D,0x132D
0x0000132E,0x132E
0x0000132F,0x132F
0x00001330,0x1330
0x00001331,0x1331
0x00001332,0x1332
0x00001333,0x1333
0x00001334,0x1334
0x00001335,0x1335
0x00001336,0x1336 jammer_equipment
0x00001337,0x1337
0x00001338,0x1338
0x00001339,0x1339 objects\equipment\jammer\jammer
0x0000133A,0x133A
0x0000133B,0x133B
0x0000133C,0x133C jammer
0x0000133D,0x133D
0x0000133E,0x133E
0x0000133F,0x133F
0x00001340,0x1340
0x00001341,0x1341
0x00001342,0x1342
0x00001343,0x1343
0x00001344,0x1344
0x00001345,0x1345
0x00001346,0x1346
0x00001347,0x1347
0x00001348,0x1348
0x00001349,0x1349
0x0000134A,0x134A
0x0000134B,0x134B
0x0000134C,0x134C
0x0000134D,0x134D
0x0000134E,0x134E
0x0000134F,0x134F
0x00001350,0x1350
0x00001351,0x1351
0x00001352,0x1352
0x00001353,0x1353
0x00001354,0x1354
0x00001355,0x1355
0x00001356,0x1356
0x00001357,0x1357
0x00001358,0x1358
0x00001359,0x1359
0x0000135A,0x135A
0x0000135B,0x135B
0x0000135C,0x135C
0x0000135D,0x135D
0x0000135E,0x135E
0x0000135F,0x135F
0x00001360,0x1360
0x00001361,0x1361
0x00001362,0x1362
0x00001363,0x1363
0x00001364,0x1364
0x00001365,0x1365
0x00001366,0x1366 jammer
0x00001367,0x1367 jammer
0x00001368,0x1368 jammer
0x00001369,0x1369
0x0000136A,0x136A
0x0000136B,0x136B
0x0000136C,0x136C
0x0000136D,0x136D
0x0000136E,0x136E
0x0000136F,0x136F
0x00001370,0x1370
0x00001371,0x1371
0x00001372,0x1372
0x00001373,0x1373
0x00001374,0x1374
0x00001375,0x1375
0x00001376,0x1376
0x00001377,0x1377
0x00001378,0x1378
0x00001379,0x1379
0x0000137A,0x137A
0x0000137B,0x137B
0x0000137C,0x137C
0x0000137D,0x137D
0x0000137E,0x137E
0x0000137F,0x137F
0x00001380,0x1380
0x00001381,0x1381
0x00001382,0x1382
0x00001383,0x1383
0x00001384,0x1384
0x00001385,0x1385
0x00001386,0x1386
0x00001387,0x1387
0x00001388,0x1388
0x00001389,0x1389
0x0000138A,0x138A
0x0000138B,0x138B
0x0000138C,0x138C
0x0000138D,0x138D
0x0000138E,0x138E
0x0000138F,0x138F
0x00001390,0x1390
0x00001391,0x1391
0x00001392,0x1392
0x00001393,0x1393
0x00001394,0x1394
0x00001395,0x1395
0x00001396,0x1396
0x00001397,0x1397
0x00001398,0x1398
0x00001399,0x1399
0x0000139A,0x139A
0x0000139B,0x139B
0x0000139C,0x139C
0x0000139D,0x139D
0x0000139E,0x139E
0x0000139F,0x139F
0x000013A0,0x13A0
0x000013A1,0x13A1
0x000013A2,0x13A2
0x000013A3,0x13A3
0x000013A4,0x13A4
0x000013A5,0x13A5
0x000013A6,0x13A6
0x000013A7,0x13A7
0x000013A8,0x13A8
0x000013A9,0x13A9
0x000013AA,0x13AA
0x000013AB,0x13AB
0x000013AC,0x13AC
0x000013AD,0x13AD
0x000013AE,0x13AE
0x000013AF,0x13AF
0x000013B0,0x13B0
0x000013B1,0x13B1
0x000013B2,0x13B2
0x000013B3,0x13B3
0x000013B4,0x13B4
0x000013B5,0x13B5
0x000013B6,0x13B6
0x000013B7,0x13B7
0x000013B8,0x13B8
0x000013B9,0x13B9
0x000013BA,0x13BA
0x000013BB,0x13BB
0x000013BC,0x13BC
0x000013BD,0x13BD jammer_equipment
0x000013BE,0x13BE jammer_equipment
0x000013BF,0x13BF
0x000013C0,0x13C0
0x000013C1,0x13C1 powerdrain_equipment
0x000013C2,0x13C2
0x000013C3,0x13C3 powerdrain
0x000013C4,0x13C4
0x000013C5,0x13C5
0x000013C6,0x13C6
0x000013C7,0x13C7
0x000013C8,0x13C8
0x000013C9,0x13C9
0x000013CA,0x13CA
0x000013CB,0x13CB
0x000013CC,0x13CC
0x000013CD,0x13CD
0x000013CE,0x13CE
0x000013CF,0x13CF
0x000013D0,0x13D0
0x000013D1,0x13D1
0x000013D2,0x13D2 powerdrain
0x000013D3,0x13D3 powerdrain
0x000013D4,0x13D4
0x000013D5,0x13D5
0x000013D6,0x13D6
0x000013D7,0x13D7
0x000013D8,0x13D8
0x000013D9,0x13D9
0x000013DA,0x13DA
0x000013DB,0x13DB
0x000013DC,0x13DC
0x000013DD,0x13DD
0x000013DE,0x13DE
0x000013DF,0x13DF
0x000013E0,0x13E0
0x000013E1,0x13E1
0x000013E2,0x13E2
0x000013E3,0x13E3
0x000013E4,0x13E4
0x000013E5,0x13E5 powerdrain_equipment
0x000013E6,0x13E6 powerdrain_equipment
0x000013E7,0x13E7
0x000013E8,0x13E8 invisibility_equipment
0x000013E9,0x13E9
0x000013EA,0x13EA
0x000013EB,0x13EB
0x000013EC,0x13EC
0x000013ED,0x13ED
0x000013EE,0x13EE
0x000013EF,0x13EF
0x000013F0,0x13F0
0x000013F1,0x13F1
0x000013F2,0x13F2
0x000013F3,0x13F3 invisibility_equipment
0x000013F4,0x13F4 invisibility_equipment
0x000013F5,0x13F5
0x000013F6,0x13F6
0x000013F7,0x13F7
0x000013F8,0x13F8
0x000013F9,0x13F9
0x000013FA,0x13FA bubbleshield_equipment
0x000013FB,0x13FB objects\equipment\bubbleshield\bubbleshield
0x000013FC,0x13FC
0x000013FD,0x13FD
0x000013FE,0x13FE bubbleshield
0x000013FF,0x13FF
0x00001400,0x1400
0x00001401,0x1401
0x00001402,0x1402
0x00001403,0x1403
0x00001404,0x1404
0x00001405,0x1405
0x00001406,0x1406
0x00001407,0x1407
0x00001408,0x1408
0x00001409,0x1409
0x0000140A,0x140A
0x0000140B,0x140B
0x0000140C,0x140C
0x0000140D,0x140D
0x0000140E,0x140E
0x0000140F,0x140F
0x00001410,0x1410
0x00001411,0x1411
0x00001412,0x1412
0x00001413,0x1413
0x00001414,0x1414
0x00001415,0x1415
0x00001416,0x1416 bubbleshield
0x00001417,0x1417 bubbleshield
0x00001418,0x1418 bubbleshield
0x00001419,0x1419
0x0000141A,0x141A
0x0000141B,0x141B
0x0000141C,0x141C
0x0000141D,0x141D
0x0000141E,0x141E
0x0000141F,0x141F
0x00001420,0x1420
0x00001421,0x1421
0x00001422,0x1422
0x00001423,0x1423
0x00001424,0x1424
0x00001425,0x1425
0x00001426,0x1426
0x00001427,0x1427
0x00001428,0x1428
0x00001429,0x1429 bubbleshield_equipment
0x0000142A,0x142A bubbleshield_equipment
0x0000142B,0x142B
0x0000142C,0x142C
0x0000142D,0x142D
0x0000142E,0x142E
0x0000142F,0x142F
0x00001430,0x1430 superflare_equipment
0x00001431,0x1431
0x00001432,0x1432 superflare
0x00001433,0x1433
0x00001434,0x1434
0x00001435,0x1435
0x00001436,0x1436
0x00001437,0x1437
0x00001438,0x1438
0x00001439,0x1439
0x0000143A,0x143A
0x0000143B,0x143B
0x0000143C,0x143C
0x0000143D,0x143D
0x0000143E,0x143E
0x0000143F,0x143F superflare
0x00001440,0x1440 superflare
0x00001441,0x1441
0x00001442,0x1442
0x00001443,0x1443
0x00001444,0x1444
0x00001445,0x1445
0x00001446,0x1446
0x00001447,0x1447
0x00001448,0x1448
0x00001449,0x1449
0x0000144A,0x144A
0x0000144B,0x144B
0x0000144C,0x144C superflare_equipment
0x0000144D,0x144D superflare_equipment
0x0000144E,0x144E
0x0000144F,0x144F
0x00001450,0x1450 regenerator_equipment
0x00001451,0x1451
0x00001452,0x1452 objects\equipment\regenerator\regenerator
0x00001453,0x1453
0x00001454,0x1454 regenerator
0x00001455,0x1455
0x00001456,0x1456
0x00001457,0x1457
0x00001458,0x1458
0x00001459,0x1459
0x0000145A,0x145A
0x0000145B,0x145B
0x0000145C,0x145C
0x0000145D,0x145D
0x0000145E,0x145E
0x0000145F,0x145F
0x00001460,0x1460
0x00001461,0x1461
0x00001462,0x1462 regenerator
0x00001463,0x1463 regenerator
0x00001464,0x1464 regenerator
0x00001465,0x1465
0x00001466,0x1466
0x00001467,0x1467
0x00001468,0x1468
0x00001469,0x1469
0x0000146A,0x146A
0x0000146B,0x146B
0x0000146C,0x146C
0x0000146D,0x146D
0x0000146E,0x146E
0x0000146F,0x146F
0x00001470,0x1470
0x00001471,0x1471
0x00001472,0x1472
0x00001473,0x1473
0x00001474,0x1474
0x00001475,0x1475 regenerator_equipment
0x00001476,0x1476 regenerator_equipment
0x00001477,0x1477
0x00001478,0x1478 tripmine_equipment
0x00001479,0x1479
0x0000147A,0x147A
0x0000147B,0x147B tripmine
0x0000147C,0x147C
0x0000147D,0x147D
0x0000147E,0x147E
0x0000147F,0x147F
0x00001480,0x1480
0x00001481,0x1481
0x00001482,0x1482
0x00001483,0x1483
0x00001484,0x1484
0x00001485,0x1485
0x00001486,0x1486
0x00001487,0x1487
0x00001488,0x1488 tripmine
0x00001489,0x1489 tripmine
0x0000148A,0x148A tripmine
0x0000148B,0x148B
0x0000148C,0x148C
0x0000148D,0x148D
0x0000148E,0x148E
0x0000148F,0x148F
0x00001490,0x1490
0x00001491,0x1491
0x00001492,0x1492
0x00001493,0x1493
0x00001494,0x1494
0x00001495,0x1495
0x00001496,0x1496
0x00001497,0x1497
0x00001498,0x1498
0x00001499,0x1499
0x0000149A,0x149A
0x0000149B,0x149B
0x0000149C,0x149C
0x0000149D,0x149D
0x0000149E,0x149E
0x0000149F,0x149F
0x000014A0,0x14A0
0x000014A1,0x14A1 tripmine_equipment
0x000014A2,0x14A2 tripmine_equipment
0x000014A3,0x14A3
0x000014A4,0x14A4 autoturret_equipment
0x000014A5,0x14A5
0x000014A6,0x14A6 autoturret
0x000014A7,0x14A7
0x000014A8,0x14A8
0x000014A9,0x14A9
0x000014AA,0x14AA
0x000014AB,0x14AB
0x000014AC,0x14AC
0x000014AD,0x14AD
0x000014AE,0x14AE
0x000014AF,0x14AF
0x000014B0,0x14B0
0x000014B1,0x14B1
0x000014B2,0x14B2
0x000014B3,0x14B3
0x000014B4,0x14B4
0x000014B5,0x14B5
0x000014B6,0x14B6
0x000014B7,0x14B7
0x000014B8,0x14B8
0x000014B9,0x14B9
0x000014BA,0x14BA
0x000014BB,0x14BB
0x000014BC,0x14BC
0x000014BD,0x14BD
0x000014BE,0x14BE
0x000014BF,0x14BF
0x000014C0,0x14C0
0x000014C1,0x14C1
0x000014C2,0x14C2
0x000014C3,0x14C3
0x000014C4,0x14C4
0x000014C5,0x14C5
0x000014C6,0x14C6
0x000014C7,0x14C7
0x000014C8,0x14C8
0x000014C9,0x14C9
0x000014CA,0x14CA
0x000014CB,0x14CB
0x000014CC,0x14CC
0x000014CD,0x14CD
0x000014CE,0x14CE
0x000014CF,0x14CF
0x000014D0,0x14D0
0x000014D1,0x14D1
0x000014D2,0x14D2
0x000014D3,0x14D3
0x000014D4,0x14D4
0x000014D5,0x14D5
0x000014D6,0x14D6
0x000014D7,0x14D7
0x000014D8,0x14D8
0x000014D9,0x14D9
0x000014DA,0x14DA
0x000014DB,0x14DB
0x000014DC,0x14DC
0x000014DD,0x14DD
0x000014DE,0x14DE
0x000014DF,0x14DF
0x000014E0,0x14E0
0x000014E1,0x14E1
0x000014E2,0x14E2
0x000014E3,0x14E3
0x000014E4,0x14E4
0x000014E5,0x14E5
0x000014E6,0x14E6
0x000014E7,0x14E7
0x000014E8,0x14E8
0x000014E9,0x14E9
0x000014EA,0x14EA
0x000014EB,0x14EB
0x000014EC,0x14EC
0x000014ED,0x14ED
0x000014EE,0x14EE
0x000014EF,0x14EF
0x000014F0,0x14F0
0x000014F1,0x14F1
0x000014F2,0x14F2
0x000014F3,0x14F3
0x000014F4,0x14F4
0x000014F5,0x14F5
0x000014F6,0x14F6
0x000014F7,0x14F7
0x000014F8,0x14F8
0x000014F9,0x14F9
0x000014FA,0x14FA
0x000014FB,0x14FB
0x000014FC,0x14FC
0x000014FD,0x14FD
0x000014FE,0x14FE
0x000014FF,0x14FF
0x00001500,0x1500
0x00001501,0x1501
0x00001502,0x1502
0x00001503,0x1503
0x00001504,0x1504
0x00001505,0x1505
0x00001506,0x1506
0x00001507,0x1507
0x00001508,0x1508
0x00001509,0x1509
0x0000150A,0x150A
0x0000150B,0x150B
0x0000150C,0x150C
0x0000150D,0x150D
0x0000150E,0x150E
0x0000150F,0x150F
0x00001510,0x1510
0x00001511,0x1511
0x00001512,0x1512
0x00001513,0x1513
0x00001514,0x1514
0x00001515,0x1515
0x00001516,0x1516
0x00001517,0x1517
0x00001518,0x1518
0x00001519,0x1519
0x0000151A,0x151A
0x0000151B,0x151B
0x0000151C,0x151C
0x0000151D,0x151D
0x0000151E,0x151E
0x0000151F,0x151F
0x00001520,0x1520
0x00001521,0x1521
0x00001522,0x1522
0x00001523,0x1523
0x00001524,0x1524
0x00001525,0x1525
0x00001526,0x1526
0x00001527,0x1527
0x00001528,0x1528
0x00001529,0x1529
0x0000152A,0x152A
0x0000152B,0x152B
0x0000152C,0x152C
0x0000152D,0x152D
0x0000152E,0x152E
0x0000152F,0x152F
0x00001530,0x1530
0x00001531,0x1531
0x00001532,0x1532
0x00001533,0x1533
0x00001534,0x1534
0x00001535,0x1535
0x00001536,0x1536
0x00001537,0x1537
0x00001538,0x1538
0x00001539,0x1539
0x0000153A,0x153A
0x0000153B,0x153B
0x0000153C,0x153C
0x0000153D,0x153D
0x0000153E,0x153E
0x0000153F,0x153F
0x00001540,0x1540
0x00001541,0x1541
0x00001542,0x1542
0x00001543,0x1543
0x00001544,0x1544
0x00001545,0x1545
0x00001546,0x1546
0x00001547,0x1547
0x00001548,0x1548
0x00001549,0x1549
0x0000154A,0x154A
0x0000154B,0x154B
0x0000154C,0x154C
0x0000154D,0x154D
0x0000154E,0x154E
0x0000154F,0x154F
0x00001550,0x1550
0x00001551,0x1551
0x00001552,0x1552
0x00001553,0x1553
0x00001554,0x1554
0x00001555,0x1555
0x00001556,0x1556
0x00001557,0x1557
0x00001558,0x1558
0x00001559,0x1559
0x0000155A,0x155A
0x0000155B,0x155B
0x0000155C,0x155C
0x0000155D,0x155D
0x0000155E,0x155E
0x0000155F,0x155F
0x00001560,0x1560
0x00001561,0x1561
0x00001562,0x1562
0x00001563,0x1563
0x00001564,0x1564
0x00001565,0x1565
0x00001566,0x1566
0x00001567,0x1567
0x00001568,0x1568
0x00001569,0x1569
0x0000156A,0x156A
0x0000156B,0x156B
0x0000156C,0x156C
0x0000156D,0x156D
0x0000156E,0x156E
0x0000156F,0x156F
0x00001570,0x1570
0x00001571,0x1571
0x00001572,0x1572
0x00001573,0x1573
0x00001574,0x1574
0x00001575,0x1575
0x00001576,0x1576
0x00001577,0x1577
0x00001578,0x1578
0x0000157B,0x157B pelican_rocket_pod
0x0000157C,0x157C
0x0000157D,0x157D
0x0000157E,0x157E
0x0000157F,0x157F
0x00001580,0x1580
0x00001581,0x1581
0x00001582,0x1582
0x00001583,0x1583
0x00001584,0x1584
0x00001585,0x1585
0x00001589,0x1589
0x0000158A,0x158A objects\weapons\support_low\sentinel_gun\sentinel_gun
0x0000158B,0x158B
0x0000158C,0x158C
0x0000158F,0x158F objects\vehicles\banshee\ai\banshee
0x00001590,0x1590 objects\vehicles\ghost\ai\ghost
0x00001591,0x1591 objects\vehicles\pelican\pelican
0x00001592,0x1592 objects\vehicles\pelican\ai\pelican
0x00001593,0x1593 objects\vehicles\scorpion\ai\scorpion
0x00001594,0x1594 objects\vehicles\warthog\ai\warthog
0x00001595,0x1595 objects\vehicles\wraith\ai\wraith
0x00001596,0x1596 objects\characters\sentinel_aggressor\sentinel_aggressor
0x00001597,0x1597 objects\vehicles\brute_chopper\ai\brute_chopper
0x00001598,0x1598 objects\vehicles\hornet\ai\hornet
0x00001599,0x1599 objects\vehicles\mauler\ai\mauler
0x0000159A,0x159A objects\vehicles\phanton\ai\phantom
0x0000159C,0x159C objects\vehicles\olifaunt\olifaunt
0x0000159D,0x159D objects\vehicles\pelican\pelican_police\pelican_police
0x0000159E,0x159E objects\vehicles\wraith\wraith_park
0x0000159F,0x159F autoturret
0x000015A0,0x15A0 autoturret
0x000015A1,0x15A1 autoturret
0x000015A2,0x15A2
0x000015A3,0x15A3
0x000015A4,0x15A4
0x000015A5,0x15A5
0x000015A6,0x15A6
0x000015A7,0x15A7
0x000015A8,0x15A8
0x000015A9,0x15A9
0x000015AA,0x15AA
0x000015AB,0x15AB
0x000015AC,0x15AC
0x000015AD,0x15AD
0x000015AE,0x15AE
0x000015AF,0x15AF
0x000015B0,0x15B0
0x000015B1,0x15B1
0x000015B2,0x15B2
0x000015B3,0x15B3
0x000015B4,0x15B4
0x000015B5,0x15B5
0x000015B6,0x15B6
0x000015B7,0x15B7
0x000015B8,0x15B8
0x000015B9,0x15B9 autoturret_equipment
0x000015BA,0x15BA autoturret_equipment
0x000015BB,0x15BB
0x000015BC,0x15BC
0x000015BD,0x15BD
0x000015BE,0x15BE
0x000015BF,0x15BF
0x000015C0,0x15C0
0x000015C1,0x15C1
0x000015C2,0x15C2
0x000015C3,0x15C3
0x000015C4,0x15C4
0x000015C5,0x15C5 instantcover_equipment
0x000015C6,0x15C6 objects\equipment\instantcover\instantcover
0x000015C7,0x15C7
0x000015C8,0x15C8 instantcover
0x000015C9,0x15C9
0x000015CA,0x15CA
0x000015CB,0x15CB
0x000015CC,0x15CC instantcover
0x000015CD,0x15CD instantcover
0x000015CE,0x15CE instantcover
0x000015CF,0x15CF
0x000015D0,0x15D0
0x000015D1,0x15D1
0x000015D2,0x15D2
0x000015D3,0x15D3
0x000015D4,0x15D4
0x000015D5,0x15D5
0x000015D6,0x15D6
0x000015D7,0x15D7
0x000015D8,0x15D8
0x000015D9,0x15D9
0x000015DA,0x15DA
0x000015DB,0x15DB
0x000015DC,0x15DC
0x000015DD,0x15DD
0x000015DE,0x15DE
0x000015DF,0x15DF covshield_base
0x000015E0,0x15E0 covshield_mainflap
0x000015E1,0x15E1 covshield_rightflap
0x000015E2,0x15E2 covshield_base
0x000015E3,0x15E3 covshield_base
0x000015E4,0x15E4 covshield_base
0x000015E5,0x15E5
0x000015E6,0x15E6
0x000015E7,0x15E7
0x000015E8,0x15E8
0x000015E9,0x15E9
0x000015EA,0x15EA
0x000015EB,0x15EB
0x000015EC,0x15EC
0x000015ED,0x15ED
0x000015EE,0x15EE
0x000015EF,0x15EF covshield_mainflap
0x000015F0,0x15F0 covshield_mainflap
0x000015F1,0x15F1 covshield_mainflap
0x000015F2,0x15F2
0x000015F3,0x15F3 covshield_rightflap
0x000015F4,0x15F4 covshield_rightflap
0x000015F5,0x15F5 covshield_rightflap
0x000015F6,0x15F6
0x000015F7,0x15F7
0x000015F8,0x15F8
0x000015F9,0x15F9
0x000015FA,0x15FA
0x000015FB,0x15FB
0x000015FC,0x15FC
0x000015FD,0x15FD
0x000015FE,0x15FE
0x000015FF,0x15FF
0x00001600,0x1600
0x00001601,0x1601
0x00001602,0x1602
0x00001603,0x1603
0x00001604,0x1604
0x00001605,0x1605
0x00001606,0x1606
0x00001607,0x1607
0x00001608,0x1608
0x00001609,0x1609
0x0000160A,0x160A
0x0000160B,0x160B
0x0000160C,0x160C
0x0000160D,0x160D
0x0000160E,0x160E
0x0000160F,0x160F
0x00001610,0x1610
0x00001611,0x1611
0x00001612,0x1612
0x00001613,0x1613
0x00001614,0x1614
0x00001615,0x1615 instantcover_equipment
0x00001616,0x1616 instantcover_equipment
0x00001617,0x1617
0x00001618,0x1618
0x00001619,0x1619
0x0000161A,0x161A
0x0000161B,0x161B
0x0000161C,0x161C
0x0000161D,0x161D
0x0000161E,0x161E
0x0000161F,0x161F invincibility_equipment
0x00001620,0x1620
0x00001621,0x1621
0x00001622,0x1622
0x00001623,0x1623
0x00001624,0x1624
0x00001625,0x1625
0x00001626,0x1626
0x00001627,0x1627
0x00001628,0x1628
0x00001629,0x1629
0x0000162A,0x162A
0x0000162B,0x162B
0x0000162C,0x162C
0x0000162D,0x162D invincibility_equipment
0x0000162E,0x162E invincibility_equipment
0x0000162F,0x162F
0x00001630,0x1630
0x00001631,0x1631
0x00001632,0x1632
0x00001633,0x1633
0x00001634,0x1634
0x00001635,0x1635
0x00001636,0x1636
0x00001637,0x1637
0x00001638,0x1638
0x00001639,0x1639
0x0000163A,0x163A
0x0000163B,0x163B
0x0000163C,0x163C
0x0000163D,0x163D
0x0000163E,0x163E
0x0000163F,0x163F
0x00001640,0x1640
0x00001641,0x1641
0x00001642,0x1642
0x00001643,0x1643
0x00001644,0x1644
0x00001645,0x1645
0x00001646,0x1646
0x00001647,0x1647
0x00001648,0x1648
0x00001649,0x1649
0x0000164A,0x164A invincibility_equipment
0x0000164B,0x164B
0x0000164C,0x164C
0x0000164D,0x164D invincibility_equipment
0x0000164E,0x164E invincibility_equipment
0x0000164F,0x164F
0x00001650,0x1650
0x00001651,0x1651
0x00001652,0x1652
0x00001653,0x1653
0x00001654,0x1654
0x00001655,0x1655 frag_grenade
0x00001656,0x1656
0x00001657,0x1657
0x00001658,0x1658
0x00001659,0x1659
0x0000165A,0x165A
0x0000165B,0x165B
0x0000165C,0x165C
0x0000165D,0x165D
0x0000165E,0x165E
0x0000165F,0x165F
0x00001660,0x1660
0x00001661,0x1661 frag_grenade
0x00001662,0x1662 frag_grenade
0x00001663,0x1663
0x00001664,0x1664
0x00001665,0x1665
0x00001666,0x1666
0x00001667,0x1667
0x00001668,0x1668
0x00001669,0x1669
0x0000166A,0x166A
0x0000166B,0x166B
0x0000166C,0x166C
0x0000166D,0x166D
0x0000166E,0x166E
0x0000166F,0x166F
0x00001670,0x1670
0x00001671,0x1671
0x00001672,0x1672
0x00001673,0x1673
0x00001674,0x1674
0x00001675,0x1675
0x00001676,0x1676
0x00001677,0x1677
0x00001678,0x1678
0x00001679,0x1679
0x0000167A,0x167A
0x0000167B,0x167B
0x0000167C,0x167C
0x0000167D,0x167D powerdrain_equipment
0x0000167E,0x167E powerdrain
0x0000167F,0x167F
0x00001680,0x1680
0x00001681,0x1681
0x00001682,0x1682
0x00001683,0x1683
0x00001684,0x1684 powerdrain
0x00001685,0x1685 powerdrain
0x00001686,0x1686
0x00001687,0x1687
0x00001688,0x1688
0x00001689,0x1689 powerdrain_equipment
0x0000168A,0x168A powerdrain_equipment
0x0000168B,0x168B
0x0000168C,0x168C powerdrain_equipment
0x0000168D,0x168D powerdrain
0x0000168E,0x168E
0x0000168F,0x168F
0x00001690,0x1690
0x00001691,0x1691
0x00001692,0x1692
0x00001693,0x1693 powerdrain
0x00001694,0x1694 powerdrain
0x00001695,0x1695
0x00001696,0x1696 powerdrain_equipment
0x00001697,0x1697 powerdrain_equipment
0x00001698,0x1698
0x00001699,0x1699 powerdrain_equipment
0x0000169A,0x169A objects\equipment\ammo_pack\ammo_pack
0x0000169B,0x169B ammo_pack
0x0000169C,0x169C
0x0000169D,0x169D
0x0000169E,0x169E
0x0000169F,0x169F
0x000016A0,0x16A0
0x000016A1,0x16A1 objects\weapons\rifle\assault_rifle\assault_rifle
0x000016A2,0x16A2
0x000016A3,0x16A3
0x000016A4,0x16A4
0x000016A5,0x16A5
0x000016A6,0x16A6
0x000016A7,0x16A7
0x000016A8,0x16A8
0x000016A9,0x16A9
0x000016AA,0x16AA
0x000016AB,0x16AB
0x000016AC,0x16AC objects\characters\mp_masterchief\fp\weapons\fp_ar_variant_2x\fp_ar_variant_2x
0x000016AD,0x16AD objects\characters\mp_elite\fp\weapons\fp_ar_variant_2x\fp_ar_variant_2x
0x000016AE,0x16AE ui\chud\objects\weapons\rifle\assault_rifle\assault_rifle
0x000016AF,0x16AF objects\equipment\h_ammo_crate_lg\h_ammo_crate_lg
0x000016B0,0x16B0 objects\equipment\h_ammo_crate_sm\h_ammo_crate_sm
0x000016B1,0x16B1
0x000016B2,0x16B2
0x000016B3,0x16B3
0x000016B4,0x16B4
0x000016B5,0x16B5
0x000016B6,0x16B6
0x000016B7,0x16B7
0x000016B8,0x16B8
0x000016B9,0x16B9
0x000016BA,0x16BA
0x000016BB,0x16BB
0x000016BC,0x16BC
0x000016BD,0x16BD h_ammo_crate_lg
0x000016BE,0x16BE
0x000016BF,0x16BF h_ammo_crate_lg
0x000016C0,0x16C0 h_ammo_crate_lg
0x000016C1,0x16C1
0x000016C2,0x16C2
0x000016C3,0x16C3
0x000016C4,0x16C4
0x000016C5,0x16C5
0x000016C6,0x16C6
0x000016C7,0x16C7
0x000016C8,0x16C8
0x000016C9,0x16C9
0x000016CA,0x16CA
0x000016CB,0x16CB
0x000016CC,0x16CC
0x000016CD,0x16CD
0x000016CE,0x16CE
0x000016CF,0x16CF
0x000016D0,0x16D0
0x000016D1,0x16D1 h_ammo_crate_sm
0x000016D2,0x16D2 h_ammo_crate_sm
0x000016D3,0x16D3 h_ammo_crate_sm
0x000016D4,0x16D4
0x000016D5,0x16D5
0x000016D6,0x16D6
0x000016D7,0x16D7
0x000016D8,0x16D8
0x000016D9,0x16D9
0x000016DA,0x16DA
0x000016DB,0x16DB
0x000016DC,0x16DC
0x000016DD,0x16DD
0x000016DE,0x16DE
0x000016DF,0x16DF
0x000016E0,0x16E0
0x000016E1,0x16E1
